t_index	term	df
6443	maradiaga	1
6444	maraniss	1
6445	marat	27
6446	marathon	6
6447	marbella	1
6448	marbl	3
6449	marburi	1
6450	marc	23
6451	marcela	1
6452	marcelo	2
6453	march	59
6454	marchenko	1
6455	marcher	6
6456	marci	1
6457	marco	7
6458	marg	1
6459	margaret	4
6460	margin	26
6461	margolin	2
6462	mari	27
6463	maria	13
6464	mariam	1
6465	mariana	2
6466	mariano	1
6467	marietta	3
6468	marija	1
6469	marijuana	5
6470	marilyn	4
6471	marin	39
6472	mario	9
6473	marit	2
6474	maritim	17
6475	marjanov	2
6476	mark	85
6477	market	33
6478	marketplac	2
6479	marko	11
6480	markov	10
6481	marlborough	2
6482	marlen	2
6483	marlin	15
6484	marlton	1
6485	marmian	1
6486	maroon	1
6487	marquez	15
6488	marrero	2
6489	marri	7
6490	marriag	5
6491	marroquin	1
6492	marrow	1
6493	marsha	1
6494	marshal	12
6495	marshallfor	1
6496	marshallreport	1
6497	mart	1
6498	marta	2
6499	martha	2
6500	marti	1
6501	martial	1
6502	martin	20
6503	martina	40
6504	martinez	8
6505	martyr	3
6506	martz	1
6507	marv	1
6508	marvel	2
6509	marxist	11
6510	maryland	3
6511	masia	1
6512	mask	5
6513	mason	3
6514	masonri	11
6515	masquerad	1
6516	masri	2
6517	mass	41
6518	massachusett	5
6519	massacr	6
6520	masseus	1
6521	massi	2
6522	massif	1
6523	massiv	65
6524	mast	1
6525	master	10
6526	masteri	1
6527	mastermind	33
6528	mat	1
6529	match	70
6530	matchup	6
6531	mate	18
6532	materi	42
6533	math	1
6534	mathemat	3
6535	mathewson	2
6536	mathieu	1
6537	matic	4
6538	matt	1
6539	matter	77
6540	matthew	8
6541	mattingli	1
6542	mattress	5
6543	matur	2
6544	mauresmo	6
6545	mauricio	1
6546	mauritania	4
6547	mauro	1
6548	mausoleum	3
6549	max	1
6550	maxim	2
6551	maximalist	1
6552	maximum	34
6553	may	268
6554	mayb	39
6555	mayhem	3
6556	mayor	30
6557	maze	2
6558	mbeki	3
6559	mcalest	3
6560	mcarthur	1
6561	mcauliff	4
6562	mcavoy	1
6563	mccain	5
6564	mccarthi	2
6565	mcclean	1
6566	mcclure	1
6567	mccollum	7
6568	mccomb	1
6569	mcconnel	1
6570	mcdaniel	1
6571	mcdonald	2
6572	mcdoogl	3
6573	mcdougal	12
6574	mcduff	1
6575	mcduge	1
6576	mcenro	2
6577	mcgwire	2
6578	mci	1
6579	mcintosh	1
6580	mcnamara	1
6581	mcveigh	1
6582	md	6
6583	meager	2
6584	meal	6
6585	mean	99
6586	meaning	2
6587	meant	22
6588	meantim	14
6589	meanwhil	74
6590	measur	69
6591	meat	3
6592	mecca	2
6593	mechan	10
6594	mechanicsvil	3
6595	medal	10
6596	medalist	5
6597	media	68
6598	mediat	17
6599	medic	92
6600	medicar	13
6601	medicin	18
6602	medina	5
6603	medinat	2
6604	mediterranean	6
6605	medium	6
6606	meena	1
6607	meet	171
6608	megaphon	1
6609	megawatt	2
6610	meghann	3
6611	megrahi	1
6612	meguid	1
6613	mehta	3
6614	mei	1
6615	mel	67
6616	mela	3
6617	melancholi	1
6618	melbourn	28
6619	mele	7
6620	melissa	6
6621	mell	1
6622	mellman	1
6623	melros	1
6624	melt	3
6625	melvin	4
6626	member	205
6627	membership	4
6628	memento	1
6629	memo	5
6630	memoir	1
6631	memor	4
6632	memorandum	1
6633	memori	58
6634	memphi	1
6635	men	217
6636	menac	1
6637	mend	3
6638	menet	1
6639	mengistu	1
6640	mensch	1
6641	mental	15
6642	mention	37
6643	mentor	1
6644	menu	2
6645	mer	1
6646	merced	3
6647	merchant	6
6648	merci	6
6649	merciless	1
6650	mere	17
6651	merg	3
6652	merger	2
6653	meri	2
6654	merianov	1
6655	merit	13
6656	merlin	1
6657	mermonsk	1
6658	mermosk	1
6659	mern	1
6660	merri	2
6661	mershon	8
6662	mesh	2
6663	mesmer	1
6664	mess	17
6665	messag	44
6666	messeng	1
6667	met	81
6668	metal	32
6669	metallurg	2
6670	metaphor	3
6671	meteorolog	6
6672	meteorologist	3
6673	meter	2
6674	method	15
6675	methodist	2
6676	methodolog	1
6677	methyl	1
6678	meticul	4
6679	metropolitan	1
6680	mexican	4
6681	mexico	34
6682	mi	2
6683	mia	12
6684	miami	14
6685	miand	1
6686	micandinov	1
6687	mich	9
6688	michael	45
6689	michal	3
6690	michel	4
6691	michella	1
6692	michigan	18
6693	mickelson	3
6694	mickli	1
6695	microphon	2
6696	microscop	2
6697	micunov	1
6698	mid	35
6699	midafternoon	1
6700	midday	11
6701	middl	133
6702	mideast	25
6703	midhar	2
6704	midnight	19
6705	midpoint	1
6706	midsect	3
6707	midst	7
6708	midstream	1
6709	midway	2
6710	midweek	1
6711	midwest	3
6712	midwestern	1
6713	mif	1
6714	mift	1
6715	mig	1
6716	might	173
6717	mighti	3
6718	migrant	2
6719	migrat	5
6720	miguel	11
6721	mihailova	1
6722	mihajlov	3
6723	mihdar	3
6724	miiltari	1
6725	mik	1
6726	mike	22
6727	mikhail	8
6728	mikhailov	1
6729	mikilo	1
6730	miklaszeski	1
6731	miklaszewski	14
6732	miklaszweski	1
6733	milagro	2
6734	milan	10
6735	milanko	1
6736	milanov	2
6737	mild	7
6738	mildli	1
6739	mildr	1
6740	mile	138
6741	mileston	2
6742	milica	2
6743	milit	38
6744	militantli	2
6745	militar	3
6746	militari	282
6747	militarili	8
6748	militia	2
6749	militiamen	1
6750	milivoj	1
6751	milivojev	1
6752	milk	1
6753	milken	17
6754	mill	4
6755	millenni	1
6756	millennium	4
6757	miller	6
6758	millimet	2
6759	million	192
6760	millionair	15
6761	milo	3
6762	milosev	134
6763	milosov	1
6764	milovan	2
6765	milroy	1
6766	milutin	4
6767	milutinov	9
6768	milwauke	6
6769	min	1
6770	minaret	2
6771	minc	1
6772	mind	38
6773	minder	1
6774	mindset	1
6775	mine	47
6776	minefield	1
6777	miner	20
6778	minesweep	1
6779	ming	1
6780	mingl	3
6781	minh	24
6782	miniatur	1
6783	minim	3
6784	minimum	13
6785	minist	171
6786	ministri	35
6787	minivan	1
6788	minn	3
6789	minneapoli	2
6790	minner	1
6791	minnesota	12
6792	minnesotan	1
6793	minor	39
6794	mint	1
6795	minu	6
6796	minut	114
6797	mira	3
6798	miracl	10
6799	miracul	7
6800	miranda	3
6801	mirco	1
6802	miriam	1
6803	mirjana	9
6804	mirko	2
6805	miroljub	1
6806	miroslav	2
6807	miroslava	2
6808	mirror	3
6809	misappli	2
6810	miscalcul	1
6811	misconduct	1
6812	misconstru	1
6813	miscu	1
6814	misde	2
6815	misdemeanor	8
6816	miser	4
6817	miseri	1
6818	misfir	3
6819	misfortun	1
6820	misguid	1
6821	misha	2
6822	mishandl	6
6823	mishap	1
6824	mishra	1
6825	misinform	2
6826	misl	2
6827	mislead	1
6828	mismanag	3
6829	mismatch	4
6830	misnom	1
6831	mispronounc	1
6832	misrepres	1
6833	misrepresent	1
6834	misri	1
6835	miss	154
6836	missil	55
6837	mission	55
6838	missionari	3
6839	mississippi	13
6840	missouri	67
6841	missourian	6
6842	misspel	1
6843	misstat	3
6844	misstep	2
6845	mistak	32
6846	mistaken	3
6847	mistreat	4
6848	mistress	6
6849	mistrust	1
6850	misunderstand	3
6851	misunderstood	4
6852	misus	2
6853	mitch	5
6854	mitchel	7
6855	mitic	2
6856	mitig	5
6857	mitra	1
6858	mitrovica	1
6859	mittman	1
6860	mix	26
6861	mixtur	3
6862	mladic	2
6863	mladjan	3
6864	mo	8
6865	moammar	1
6866	moan	1
6867	mob	27
6868	mobil	17
6869	mock	5
6870	mockeri	1
6871	mode	4
6872	model	12
6873	moder	29
6874	modern	24
6875	modest	7
6876	modifi	6
6877	mofrt	1
6878	mogul	5
6879	moham	24
6880	mohammad	1
6881	mohm	1
6882	mohsen	3
6883	moin	1
6884	molass	1
6885	mold	1
6886	mole	1
6887	molest	1
6888	molotov	1
6889	mom	5
6890	momcilo	1
6891	moment	110
6892	moments	1
6893	momentum	12
6894	momir	5
6895	mommi	1
6896	mona	1
6897	monarch	1
6898	monarchi	1
6899	monasteri	1
6900	monday	207
6901	monetari	13
6902	money	115
6903	mong	1
6904	monger	2
6905	monica	32
6906	moniqu	1
6907	monitor	15
6908	monopol	1
6909	monoxid	2
6910	monsignor	1
6911	mont	1
6912	montana	9
6913	montecino	5
6914	montelo	1
6915	montenegrin	7
6916	montenegro	23
6917	montesino	41
6918	montesseno	1
6919	montgomeri	2
6920	month	271
6921	monthli	1
6922	monthlong	1
6923	monticello	1
6924	montonegro	1
6925	montono	1
6926	montoursvil	1
6927	monument	3
6928	moo	1
6929	mood	19
6930	moolgd	1
6931	moon	1
6932	mooney	1
6933	mooni	1
6934	moor	35
6935	moorin	1
6936	moot	1
6937	mope	1
6938	moral	38
6939	morali	1
6940	morariu	4
6941	moratorium	5
6942	moreno	8
6943	moreov	2
6944	moresmo	1
6945	morgan	1
6946	morgu	8
6947	mori	5
6948	morison	1
6949	mork	1
6950	morn	139
6951	moroccan	1
6952	morocco	8
6953	moros	1
6954	morph	1
6955	morrano	1
6956	morri	2
6957	morrisvil	2
6958	mortal	2
6959	mortar	4
6960	mortem	2
6961	morton	3
6962	moscow	79
6963	mosqu	14
6964	mosquito	1
6965	mossad	1
6966	mostli	45
6967	motahar	1
6968	motel	9
6969	moth	1
6970	mother	64
6971	motherland	1
6972	motherless	1
6973	motion	11
6974	motiv	19
6975	motley	1
6976	motor	19
6977	motorbik	1
6978	motorcad	11
6979	motorcycl	6
6980	motorist	1
6981	motsak	4
6982	motto	2
6983	mound	11
6984	mount	39
6985	mountain	37
6986	mountainsid	6
6987	mountaintop	1
6988	mourn	21
6989	mourner	12
6990	mourton	1
6991	mouth	4
6992	mouthpiec	3
6993	move	212
6994	movement	37
6995	mover	5
6996	movi	10
6997	mow	2
6998	moya	10
6999	moynihan	5
7000	moyo	1
7001	mozambiqu	2
7002	mph	16
7003	mr	151
7004	mra	2
7005	mrclinton	1
7006	ms	4
7007	msnbc	3
7008	mtv	1
7009	mubarak	6
7010	much	252
7011	mud	24
7012	muddi	4
7013	muddl	3
7014	mudslid	5
7015	mueller	5
7016	muezzin	1
7017	muffl	3
7018	mug	2
7019	mugab	1
7020	muhajiroun	3
7021	muham	1
7022	muhammad	7
7023	mujahedeen	1
7024	mujahedin	1
7025	mujahid	1
7026	mull	3
7027	mullah	1
7028	mulligan	1
7029	mullin	9
7030	mulshankar	3
7031	multi	1
7032	multifacet	2
7033	multilingu	1
7034	multimillion	2
7035	multimillionair	3
7036	multin	4
7037	multiparti	2
7038	multipl	11
7039	multipli	1
7040	multistori	7
7041	multitud	2
7042	mum	2
7043	mumbai	1
7044	munchak	1
7045	mundan	2
7046	munich	1
7047	municip	17
7048	munit	3
7049	muprhi	1
7050	muqbel	1
7051	murder	52
7052	murdoch	1
7053	murk	1
7054	murki	3
7055	murmansk	5
7056	murmosk	1
7057	murousi	1
7058	murphi	21
7059	murray	2
7060	murtza	1
7061	musawah	3
7062	muscl	4
7063	muscular	1
7064	muse	1
7065	museum	7
7066	musharraf	4
7067	music	13
7068	musician	2
7069	muslim	59
7070	must	123
7071	mustach	2
7072	muster	1
7073	mute	9
7074	mutil	2
7075	mutin	1
7076	mutini	7
7077	muttawakil	1
7078	mutter	1
7079	mutual	1
7080	myakka	1
7081	myasthenia	1
7082	mydan	1
7083	myer	4
7084	myong	2
7085	mysteri	17
7086	mystiqu	1
7087	myth	2
7088	mythic	1
7089	n	6
7090	naacp	1
7091	nab	2
7092	nabil	1
7093	nachtig	4
7094	nacion	1
7095	nadejda	1
7096	nader	12
7097	naderi	2
7098	nadia	1
7099	nadler	1
7100	nadu	1
7101	nagel	1
7102	nagl	1
7103	nagyova	3
7104	nahdi	1
7105	nai	1
7106	nail	3
7107	naina	5
7108	nainabehn	1
7109	nairobi	6
7110	nairri	1
7111	naiv	1
7112	naji	1
7113	najjar	1
7114	nake	2
7115	nam	4
7116	namast	1
7117	nambiar	1
7118	name	162
7119	namesak	1
7120	namrata	5
7121	nanci	3
7122	nanni	1
7123	nanuet	1
7124	naoya	1
7125	nap	2
7126	narayan	2
7127	narayanan	1
7128	narbheram	1
7129	narcot	13
7130	narr	1
7131	narrow	29
7132	narrowli	9
7133	nasa	1
7134	nasdaq	1
7135	nashvil	7
7136	nasir	1
7137	nasr	1
7138	nassou	2
7139	nasti	1
7140	nastier	1
7141	natalia	1
7142	nath	1
7143	nati	1
7144	nation	332
7145	nationalist	15
7146	nationwid	20
7147	nativ	18
7148	nato	47
7149	natop	1
7150	natta	1
7151	natter	11
7152	natur	49
7153	nauf	1
7154	navajo	4
7155	naval	108
7156	navarro	1
7157	navasota	1
7158	navel	1
7159	navi	230
7160	navig	2
7161	navnirman	1
7162	navpalib	4
7163	navrotski	8
7164	navymen	2
7165	nazi	3
7166	nbc	66
7167	nd	10
7168	ne	1
7169	nea	1
7170	near	181
7171	nearbi	66
7172	nearest	1
7173	nearli	115
7174	neat	4
7175	neatli	1
7176	neb	1
7177	nebojsa	15
7178	nebraska	4
7179	necess	2
7180	necessari	30
7181	necessarili	8
7182	necessit	3
7183	neck	9
7184	ned	1
7185	need	210
7186	needi	1
7187	neediest	1
7188	needl	1
7189	neeman	1
7190	neg	12
7191	negat	1
7192	neglect	2
7193	neglig	4
7194	negoti	63
7195	neighbor	83
7196	neighborhood	54
7197	neighborli	5
7198	neil	2
7199	neill	3
7200	neither	38
7201	nelli	1
7202	nelson	8
7203	nemesi	4
7204	nemeth	1
7205	nena	1
7206	nenad	10
7207	nenadov	1
7208	nene	1
7209	neo	7
7210	nepal	8
7211	nephew	5
7212	neruda	2
7213	nerv	5
7214	nervou	12
7215	nervous	4
7216	nese	1
7217	ness	1
7218	nest	1
7219	net	81
7220	netherland	15
7221	network	61
7222	neutral	4
7223	nevada	7
7224	never	143
7225	nevertheless	9
7226	nevypolneniy	1
7227	new	401
7228	newark	1
7229	newburi	21
7230	newcomb	1
7231	newer	1
7232	newest	6
7233	newfound	1
7234	newli	34
7235	newlyw	2
7236	newport	2
7237	news	352
7238	news_stori	3
7239	newscast	7
7240	newslett	4
7241	newsmagazin	1
7242	newsnow	1
7243	newspap	58
7244	newsroom	1
7245	newsstand	1
7246	newsweek	3
7247	newswir	1
7248	next	238
7249	nfl	1
7250	ng	2
7251	ngan	1
7252	ngo	2
7253	ngoc	2
7254	nguessan	2
7255	nguyen	4
7256	nhan	1
7257	nhema	1
7258	ni	10
7259	nic	1
7260	nicaragua	3
7261	nice	10
7262	niceti	1
7263	nich	1
7264	nichola	2
7265	nick	4
7266	nicknam	5
7267	nicodem	2
7268	nicol	3
7269	nicola	8
7270	nidal	1
7271	niec	1
7272	nielsen	1
7273	nien	2
7274	nieto	1
7275	nigeria	7
7276	nigerian	1
7277	night	198
7278	nightclub	3
7279	nighter	1
7280	nightfal	3
7281	nightgown	2
7282	nightli	2
7283	nightmar	6
7284	nightmarish	1
7285	nighttim	6
7286	nikit	1
7287	nikol	2
7288	nikola	3
7289	niksic	2
7290	nimesh	1
7291	nin	2
7292	nina	5
7293	nine	47
7294	nineti	1
7295	nino	1
7296	ninth	20
7297	nip	2
7298	nirmala	1
7299	nissan	3
7300	nitex	2
7301	nitrat	1
7302	nitti	1
7303	nixon	17
7304	nizali	1
7305	nn	1
7306	nobl	3
7307	nobleman	1
7308	nobodi	39
7309	nod	2
7310	noi	1
7311	nois	6
7312	noisi	1
7313	nolan	1
7314	noman	1
7315	nomin	17
7316	nomine	14
7317	non	18
7318	nonchalantli	1
7319	noncommiss	1
7320	none	45
7321	nonessenti	3
7322	nonetheless	9
7323	nonexist	5
7324	nongovern	2
7325	nonneman	1
7326	nonpartisan	6
7327	nonpolit	2
7328	nonprofit	3
7329	nonsens	1
7330	nonspecif	1
7331	nonstat	1
7332	nonstop	4
7333	nonviol	7
7334	nonword	1
7335	noon	13
7336	norah	1
7337	norfolk	67
7338	norm	3
7339	normal	69
7340	normalci	1
7341	norman	19
7342	north	78
7343	northeast	10
7344	northeastern	6
7345	northern	60
7346	northup	4
7347	northward	1
7348	northwest	17
7349	northwestern	3
7350	norton	1
7351	norway	14
7352	norwegian	44
7353	nose	3
7354	nostalgia	1
7355	notabl	10
7356	notch	4
7357	note	70
7358	notebook	2
7359	noth	82
7360	notic	19
7361	notif	1
7362	notifi	20
7363	notion	4
7364	notori	6
7365	notorieti	1
7366	notr	2
7367	notwithstand	2
7368	nov	38
7369	novel	2
7370	novelist	2
7371	novemb	36
7372	novi	4
7373	novic	1
7374	novost	1
7375	novosti	3
7376	nowaday	1
7377	nowher	8
7378	npr	9
7379	ntsb	5
7380	nuanc	1
7381	nuclear	52
7382	nude	1
7383	nudg	3
7384	nuffer	1
7385	null	1
7386	nullifi	9
7387	numb	1
7388	number	145
7389	numer	21
7390	nun	1
7391	nuria	3
7392	nurs	8
7393	nurtur	2
7394	nuvajubhai	1
7395	nw	1
7396	ny	1
7397	oa	2
7398	oakland	1
7399	oasi	2
7400	oath	13
7401	oaxa	1
7402	obedi	2
7403	obey	9
7404	obituari	1
7405	object	36
7406	oblig	9
7407	obliqu	1
7408	obliter	2
7409	obrad	1
7410	obradov	3
7411	obrenovac	1
7412	obscen	2
7413	obscur	5
7414	observ	45
7415	observatori	1
7416	obsess	2
7417	obstacl	14
7418	obstinaci	1
7419	obstruct	3
7420	obstructionist	1
7421	obtain	61
7422	obviou	12
7423	obvious	46
7424	obyazatelstv	1
7425	occas	19
7426	occasion	14
7427	occup	9
7428	occupi	16
7429	occur	67
7430	ocean	13
7431	ochoa	3
7432	oct	112
7433	octob	76
7434	octopu	3
7435	odd	10
7436	odeh	1
7437	odium	1
7438	odlon	1
7439	odolon	1
7440	off	2
7441	offenc	1
7442	offend	13
7443	offens	16
7444	offer	128
7445	offic	364
7446	offici	496
7447	offshoot	1
7448	offshor	11
7449	ofici	1
7450	often	64
7451	ofussia	1
7452	ogen	1
7453	ognjen	1
7454	oh	14
7455	ohio	9
7456	oik	1
7457	oil	48
7458	oiler	2
7459	oilfield	1
7460	oili	4
7461	ojdan	3
7462	ok	16
7463	okay	8
7464	okaz	1
7465	okla	2
7466	oklahoma	13
7467	oklia	1
7468	old	256
7469	olden	1
7470	older	9
7471	oldest	9
7472	oleg	2
7473	olga	3
7474	oliv	5
7475	oliva	2
7476	olivera	5
7477	olivo	1
7478	oloroc	1
7479	olsen	3
7480	olson	1
7481	olymp	16
7482	olympia	3
7483	olympian	1
7484	om	1
7485	omah	1
7486	oman	4
7487	omar	9
7488	ombudsman	4
7489	omen	3
7490	omeri	1
7491	omin	2
7492	omiss	2
7493	omit	2
7494	omnivor	1
7495	onal	1
7496	onboard	4
7497	one	606
7498	onetim	2
7499	ong	1
7500	ongo	14
7501	onkar	1
7502	onlin	1
7503	onlook	9
7504	onsit	1
7505	onslaught	1
7506	onto	50
7507	onw	1
7508	onward	1
7509	op	1
7510	opec	1
7511	open	275
7512	openli	16
7513	oper	166
7514	opera	2
7515	operat	1
7516	opinion	23
7517	oppon	75
7518	opportun	30
7519	oppos	42
7520	opposit	188
7521	opt	6
7522	optic	2
7523	optim	4
7524	optimist	12
7525	option	39
7526	opul	3
7527	oracl	1
7528	oral	1
7529	orang	10
7530	orano	1
7531	orat	2
7532	oratori	1
7533	orbit	1
7534	orchard	1
7535	orchestr	4
7536	ordain	1
7537	ordeal	5
7538	order	132
7539	orderli	6
7540	ordin	1
7541	ordinari	16
7542	ordnanc	7
7543	ore	7
7544	oregon	11
7545	oreman	1
7546	organ	120
7547	organiz	2
7548	orgi	1
7549	orient	6
7550	origin	46
7551	orissa	1
7552	orlando	4
7553	orlean	1
7554	orphan	1
7555	orrin	2
7556	ort	1
7557	ortega	2
7558	ortel	1
7559	orthodox	17
7560	orthoped	1
7561	ortiz	3
7562	osama	84
7563	oscar	5
7564	oshima	3
7565	oshman	6
7566	oskinoff	1
7567	oslo	2
7568	osprey	1
7569	osseo	1
7570	ostentati	1
7571	osteochondrosi	1
7572	ostrichlik	1
7573	other	196
7574	otherwis	22
7575	otpor	2
7576	ottoman	5
7577	ouattara	30
7578	ought	13
7579	oui	1
7580	ould	1
7581	ouof	1
7582	oust	53
7583	ouster	9
7584	out	2
7585	outboard	3
7586	outbreak	6
7587	outburst	3
7588	outclass	1
7589	outcom	46
7590	outcri	1
7591	outdoor	4
7592	outer	11
7593	outfit	6
7594	outgo	9
7595	outgrowth	2
7596	outgun	1
7597	outing	1
7598	outlast	4
7599	outlaw	8
7600	outlay	1
7601	outlet	4
7602	outli	1
7603	outlin	8
7604	outliv	1
7605	outmaneuv	3
7606	outmod	1
7607	outnumb	3
7608	outplay	1
7609	outpol	16
7610	outpost	1
7611	outpour	5
7612	output	2
7613	outrag	21
7614	outrais	1
7615	outreach	1
7616	outright	21
7617	outset	4
7618	outsid	175
7619	outskirt	4
7620	outsmart	3
7621	outspend	1
7622	outspent	3
7623	outspoken	4
7624	outstand	2
7625	outster	1
7626	outstrip	1
7627	outtara	1
7628	outvot	1
7629	outward	3
7630	outwardli	1
7631	outweigh	2
7632	oval	4
7633	ovat	1
7634	overabund	1
7635	overal	6
7636	overbil	1
7637	overboard	2
7638	overcam	8
7639	overcom	13
7640	overconfid	3
7641	overcrowd	1
7642	overdo	1
7643	overdu	1
7644	overec	1
7645	overestim	1
7646	overextend	1
7647	overflow	4
7648	overh	1
7649	overhaul	3
7650	overhead	13
7651	overjoy	1
7652	overlap	1
7653	overli	2
7654	overload	3
7655	overlook	8
7656	overnight	25
7657	overpaid	1
7658	overpow	17
7659	overreact	1
7660	overrid	3
7661	overrul	1
7662	overrun	2
7663	oversaw	5
7664	overse	29
7665	oversea	25
7666	overshadow	10
7667	oversight	1
7668	overst	2
7669	overstay	1
7670	overstep	1
7671	overt	3
7672	overtak	2
7673	overtaken	1
7674	overthrew	5
7675	overthrow	9
7676	overthrown	4
7677	overtim	2
7678	overtli	1
7679	overton	1
7680	overtook	1
7681	overtur	2
7682	overturff	1
7683	overturn	16
7684	overwhelm	27
7685	overwhelmingli	2
7686	overwrought	1
7687	overzeal	2
7688	owe	12
7689	owen	9
7690	owhali	2
7691	own	21
7692	owner	20
7693	ownership	1
7694	oxfam	1
7695	oxygen	1
7696	oyanguren	1
7697	p	7
7698	pa	19
7699	pabl	2
7700	pac	1
7701	pace	10
7702	pacif	26
7703	pack	34
7704	packag	4
7705	pact	7
7706	paddi	12
7707	paddl	1
7708	padella	1
7709	padlock	1
7710	pae	2
7711	page	37
7712	pageantri	2
7713	pager	1
7714	paid	30
7715	paig	1
7716	pain	31
7717	painstak	3
7718	painstakingli	3
7719	paint	11
7720	painter	1
7721	pair	20
7722	pajama	1
7723	pajoli	1
7724	pakistan	30
7725	pakistani	8
7726	palac	24
7727	palacio	2
7728	palanka	3
7729	pale	2
7730	palestin	11
7731	palestinian	53
7732	pall	2
7733	pallbear	1
7734	palm	5
7735	palmer	7
7736	paltri	1
7737	pamper	1
7738	pamphlet	3
7739	pan	8
7740	panama	24
7741	panamanian	1
7742	panamericana	1
7743	panchal	1
7744	pandya	14
7745	paneagua	2
7746	panel	16
7747	paniagua	35
7748	panic	16
7749	panick	8
7750	pant	1
7751	pantap	1
7752	panther	1
7753	pantsuit	1
7754	paola	3
7755	papandr	2
7756	paper	24
7757	paperwork	2
7758	para	1
7759	parachut	1
7760	parad	21
7761	paradigm	1
7762	paradox	1
7763	parafinanci	2
7764	paraguay	3
7765	parallel	6
7766	paralys	1
7767	paralyz	1
7768	paramed	2
7769	paramilitari	10
7770	paranoia	3
7771	paranoiac	1
7772	paraphras	1
7773	parapleg	2
7774	parapolic	2
7775	pardon	91
7776	parent	60
7777	pari	9
7778	pariah	5
7779	parikh	1
7780	parishion	3
7781	park	48
7782	parlanc	3
7783	parlett	1
7784	parliament	58
7785	parliamentari	6
7786	parliamentarian	1
7787	parlor	1
7788	parmar	1
7789	parodi	1
7790	parol	16
7791	part	240
7792	parth	2
7793	parti	192
7794	partial	11
7795	particip	60
7796	particular	31
7797	particularli	41
7798	partisan	3
7799	partisanship	2
7800	partit	2
7801	partli	10
7802	partner	41
7803	partnership	5
7804	parvail	1
7805	pasariavich	1
7806	pascagoula	6
7807	pascual	2
7808	paso	10
7809	pasriavach	1
7810	pasriavich	1
7811	pasricha	1
7812	pass	82
7813	passag	7
7814	passageway	1
7815	passeng	5
7816	passion	10
7817	passiv	2
7818	passport	9
7819	past	140
7820	pasta	1
7821	pastim	1
7822	pastri	2
7823	pastur	1
7824	pat	13
7825	pataki	1
7826	patch	4
7827	patel	10
7828	patera	1
7829	patern	2
7830	path	17
7831	pathway	1
7832	patienc	5
7833	patient	19
7834	patriarch	1
7835	patricia	8
7836	patrick	55
7837	patriot	4
7838	patrol	20
7839	patron	1
7840	patronag	2
7841	patt	1
7842	patten	3
7843	pattern	12
7844	patti	6
7845	paubl	1
7846	pauciti	1
7847	paul	25
7848	paula	2
7849	pauli	1
7850	paulin	1
7851	paus	8
7852	paval	1
7853	pave	7
7854	pavel	13
7855	pavelo	1
7856	pavement	4
7857	pavkov	9
7858	pavl	1
7859	pay	46
7860	payback	1
7861	paycheck	2
7862	payment	14
7863	payn	2
7864	payout	1
7865	payton	1
7866	pb	3
7867	pcp	1
7868	pdci	6
7869	peac	112
7870	peacekeep	7
7871	peacemak	1
7872	peacetre	1
7873	peach	1
7874	peak	1
7875	pearl	1
7876	pearland	2
7877	peas	3
7878	peasant	4
7879	peddl	12
7880	peddler	1
7881	pedestrian	3
7882	pedro	1
7883	peduca	1
7884	peek	1
7885	peeler	1
7886	peer	3
7887	pejor	1
7888	pelev	1
7889	pelki	7
7890	pelt	4
7891	peltier	12
7892	pelvi	1
7893	pen	4
7894	pena	2
7895	penal	4
7896	penalti	19
7897	pencil	1
7898	pend	11
7899	penetr	7
7900	peng	2
7901	peninsula	43
7902	penitentiari	3
7903	penn	3
7904	pennsylvania	27
7905	pension	3
7906	pent	1
7907	pentag	1
7908	pentagon	125
7909	peopl	483
7910	pepper	3
7911	per	7
7912	perceiv	10
7913	percent	97
7914	percentag	12
7915	percept	3
7916	perch	6
7917	percol	1
7918	perdu	3
7919	perelman	1
7920	perez	14
7921	perfect	14
7922	perfectli	2
7923	perform	28
7924	pergram	1
7925	perhap	56
7926	peril	5
7927	perimet	2
7928	period	43
7929	peripher	1
7930	peris	1
7931	perish	9
7932	perjuri	6
7933	perk	1
7934	perman	15
7935	permiss	3
7936	permit	21
7937	perpetr	8
7938	perpetu	1
7939	persecut	10
7940	persever	3
7941	persian	67
7942	persist	11
7943	person	112
7944	personifi	2
7945	personnel	60
7946	perspect	10
7947	persuad	27
7948	persuas	1
7949	pertain	1
7950	peru	62
7951	peruano	1
7952	perus	1
7953	peruvian	50
7954	pervas	1
7955	pervers	1
7956	pervez	4
7957	peshawar	1
7958	pessag	1
7959	pessim	2
7960	pessimist	1
7961	pet	3
7962	pete	38
7963	peter	26
7964	petersberg	1
7965	petersburg	8
7966	petersen	2
7967	peterson	10
7968	petier	1
7969	petit	16
7970	petn	1
7971	petrova	1
7972	petti	6
7973	pew	2
7974	pezzor	2
7975	pham	3
7976	pharmaceut	4
7977	pharmaci	2
7978	phase	9
7979	phenomenon	3
7980	pherchevia	1
7981	phieu	7
7982	phil	2
7983	philadelphia	3
7984	philanthrop	3
7985	philanthropi	4
7986	philanthropist	1
7987	philharmon	1
7988	philip	12
7989	philippin	3
7990	phillip	1
7991	philosophi	3
7992	phoenix	3
7993	phone	62
7994	phonet	1
7995	phoni	2
7996	photo	24
7997	photograph	25
7998	phrase	6
7999	phylli	1
8000	physic	30
8001	physician	5
8002	pick	61
8003	pickax	1
8004	picker	1
8005	picket	5
8006	pickup	10
8007	picnic	3
8008	pictur	35
